Date,Timepoint,PLUG.ID,Genotype,Species,Photo.Number,Tank,Treatment,Red.Standard,Green.Standard,Blue.Standard,Red.Coral,Green.Coral,Blue.Coral,Notes
5/11/19,Time0,2194,PC_4,P. acuta,48,6,Ambient,135.065,67.344,107.182,137.699,109.414,77.322,
5/11/19,Time0,2872,PC_4,P. acuta,48,6,Ambient,135.065,67.344,107.182,114.089,86.3,66.529,
5/11/19,Time0,2532,PC_4,P. acuta,48,6,Ambient,135.065,67.344,107.182,117.47,90.654,73.962,
5/11/19,Time0,1637,PC_4,P. acuta,48,6,Ambient,135.065,67.344,107.182,127.468,105.448,89.593,
5/17/19,Time1,2392,MC_206,M. capitata,49,1,Ambient,151.548,77.572,117.139,103.383,76.529,56.075,
5/17/19,Time1,2734,MC_206,M. capitata,49,1,Ambient,151.548,77.572,117.139,135.296,105.873,75.836,
5/17/19,Time1,1048,MC_206,M. capitata,49,1,Ambient,151.548,77.572,117.139,121.428,92.527,68.144,
5/17/19,Time1,1050,MC_206,M. capitata,49,1,Ambient,151.548,77.572,117.139,129.476,100.975,73.826,
5/17/19,Time1,1477,MC_206,M. capitata,49,1,Ambient,151.548,77.572,117.139,93.195,68.871,58.981,
5/17/19,Time1,1570,MC_291,M. capitata,51,1,Ambient,146.271,76.438,116.861,116.396,92.542,67.949,
5/17/19,Time1,1574,MC_291,M. capitata,51,1,Ambient,146.271,76.438,116.861,133.343,106.436,77.906,
5/17/19,Time1,1093,MC_291,M. capitata,51,1,Ambient,146.271,76.438,116.861,129.794,105.162,80.409,
5/17/19,Time1,1639,MC_291,M. capitata,51,1,Ambient,146.271,76.438,116.861,134.028,108.238,83.863,
5/17/19,Time1,1124,MC_291,M. capitata,51,1,Ambient,146.271,76.438,116.861,117.445,92.591,70.436,
5/17/19,Time1,1539,MC_248,M. capitata,52.2,1,Ambient,137.115,69.798,109.267,144.003,120.973,95.292,
5/17/19,Time1,1740,MC_248,M. capitata,52.2,1,Ambient,137.115,69.798,109.267,166.914,148.679,121.429,
5/17/19,Time1,1271,MC_248,M. capitata,52.2,1,Ambient,137.115,69.798,109.267,170.492,149.004,120.907,
5/17/19,Time1,1544,MC_248,M. capitata,52.2,1,Ambient,137.115,69.798,109.267,164.518,142.906,113.23,
5/17/19,Time1,2555,MC_248,M. capitata,52.2,1,Ambient,137.115,69.798,109.267,154.312,131.267,100.063,
5/17/19,Time1,2519,MC_248,M. capitata,52.2,1,Ambient,132.402,67.577,104.34,151.819,129.157,104.085,
5/17/19,Time1,2363,MC_289,M. capitata,54,1,Ambient,133.804,70.645,106.988,129.407,106.54,79.776,Labeled as photo #54 - which is wrong but it has 4 Montipora and then I went back and photographed the last fragment of this genotype (1535)
5/17/19,Time1,1721,MC_289,M. capitata,54,1,Ambient,133.804,70.645,106.988,142.336,120.945,96.875,
5/17/19,Time1,2530,MC_289,M. capitata,54,1,Ambient,133.804,70.645,106.988,143.206,120.48,95.697,
5/17/19,Time1,2754,MC_289,M. capitata,54,1,Ambient,133.804,70.645,106.988,123.101,101.088,81.534,
5/17/19,Time1,1535,MC_289,M. capitata,53.2,1,Ambient,132.096,67.595,104.271,151.298,128.209,103.227,
5/17/19,Time1,2887,PC_1,P. acuta,50,1,Ambient,141.671,73.615,112.887,155.519,133.98,102.135,
5/17/19,Time1,1344,PC_1,P. acuta,50,1,Ambient,141.671,73.615,112.887,164.516,144.113,113.47,
5/17/19,Time1,1213,PC_1,P. acuta,50,1,Ambient,141.671,73.615,112.887,165.72,144.706,114.31,
5/17/19,Time1,1750,PC_1,P. acuta,50,1,Ambient,141.671,73.615,112.887,162.231,142.669,114.261,
5/17/19,Time1,2540,PC_1,P. acuta,50,1,Ambient,141.671,73.615,112.887,143.509,122.179,100,
5/17/19,Time1,1207,PC_2,P. acuta,52,1,Ambient,138.687,69.852,110.03,162.715,144.336,109.581,
5/17/19,Time1,1278,PC_2,P. acuta,52,1,Ambient,138.687,69.852,110.03,173.578,156.68,121.618,
5/17/19,Time1,2535,PC_2,P. acuta,52,1,Ambient,138.687,69.852,110.03,152.605,129.774,97.783,
5/17/19,Time1,2010,PC_2,P. acuta,52,1,Ambient,138.687,69.852,110.03,157.618,133.936,97.35,
5/17/19,Time1,2009,PC_2,P. acuta,52,1,Ambient,138.687,69.852,110.03,171.648,152.979,118.453,
5/17/19,Time1,2081,PC_2,P. acuta,52,1,Ambient,138.687,69.852,110.03,149.059,128.24,101.987,
5/17/19,Time1,1654,PC_3,P. acuta,53,1,Ambient,138.043,71.174,109.248,139.706,110.94,82.471,
5/17/19,Time1,1079,PC_3,P. acuta,53,1,Ambient,138.043,71.174,109.248,162.484,139.881,109.629,
5/17/19,Time1,1638,PC_3,P. acuta,53,1,Ambient,138.043,71.174,109.248,150.543,123.591,97.435,
5/17/19,Time1,1106,PC_3,P. acuta,53,1,Ambient,138.043,71.174,109.248,150.399,127.361,98.569,
5/17/19,Time1,1415,PC_3,P. acuta,53,1,Ambient,138.043,71.174,109.248,158.323,135.965,112.374,
5/17/19,Time1,1092,PC_4,P. acuta,54.2,1,Ambient,137.617,71.829,108.604,140.085,111.717,83.372,Labeled as the second 54 which is wrong
5/17/19,Time1,3000,PC_4,P. acuta,54.2,1,Ambient,137.617,71.829,108.604,162.61,140.212,110.088,
5/17/19,Time1,1231,PC_4,P. acuta,54.2,1,Ambient,137.617,71.829,108.604,147.538,120.008,93.07,
5/17/19,Time1,1101,PC_4,P. acuta,54.2,1,Ambient,137.617,71.829,108.604,151.792,129.55,101.347,
5/17/19,Time1,2978,PC_4,P. acuta,54.2,1,Ambient,137.617,71.829,108.604,161.112,140.948,119.321,
5/17/19,Time1,1629,MC_206,M. capitata,57,2,High,143.685,76.299,114.666,99.147,70.939,45.922,
5/17/19,Time1,1773,MC_206,M. capitata,57,2,High,143.685,76.299,114.666,99.448,72.61,50.584,
5/17/19,Time1,1726,MC_206,M. capitata,57,2,High,143.685,76.299,114.666,134.03,108.435,81.278,
5/17/19,Time1,1688,MC_206,M. capitata,57,2,High,143.685,76.299,114.666,122.424,96.159,76.547,
5/17/19,Time1,1078,MC_206,M. capitata,57,2,High,143.685,76.299,114.666,134.635,110.153,93.493,
5/17/19,Time1,1591,MC_291,M. capitata,59,2,High,142.575,73.135,112.528,116.067,87.467,60.07,
5/17/19,Time1,2396,MC_291,M. capitata,59,2,High,142.575,73.135,112.528,122.398,95.962,71.472,
5/17/19,Time1,1725,MC_291,M. capitata,59,2,High,142.575,73.135,112.528,129.05,102.147,76.706,
5/17/19,Time1,2411,MC_291,M. capitata,59,2,High,142.575,73.135,112.528,107.778,82.796,63.297,
5/17/19,Time1,1178,MC_291,M. capitata,59,2,High,142.575,73.135,112.528,123.352,99.025,79.612,
5/17/19,Time1,2747,MC_248,M. capitata,61,2,High,148.471,76.543,117.23,126.5,101.38,74.673,
5/17/19,Time1,1095,MC_248,M. capitata,61,2,High,148.471,76.543,117.23,141.855,113.654,80.82,
5/17/19,Time1,1468,MC_248,M. capitata,61,2,High,148.471,76.543,117.23,NA,NA,NA,
5/17/19,Time1,2740,MC_248,M. capitata,61,2,High,148.471,76.543,117.23,148.845,124.157,98.805,
5/17/19,Time1,1142,MC_248,M. capitata,61,2,High,148.471,76.543,117.23,125.861,97.445,68.943,
5/17/19,Time1,1717,MC_289,M. capitata,63,2,High,143.235,74.551,112.841,NA,NA,NA,
5/17/19,Time1,2875,MC_289,M. capitata,63,2,High,143.235,74.551,112.841,127.708,101.81,77.316,
5/17/19,Time1,1624,MC_289,M. capitata,63,2,High,143.235,74.551,112.841,130.337,104.663,78.897,
5/17/19,Time1,2183,MC_289,M. capitata,63,2,High,143.235,74.551,112.841,134.528,107.391,81.23,
5/17/19,Time1,2023,MC_289,M. capitata,63,2,High,143.235,74.551,112.841,148.04,126.641,105.013,
5/17/19,Time1,1490,PC_1,P. acuta,58,2,High,135.482,71.453,106.79,148.772,129.436,101.978,
5/17/19,Time1,2995,PC_1,P. acuta,58,2,High,135.482,71.453,106.79,145.4,119.67,91.109,
5/17/19,Time1,1222,PC_1,P. acuta,58,2,High,135.482,71.453,106.79,149.869,124.158,93.81,
5/17/19,Time1,1600,PC_1,P. acuta,58,2,High,135.482,71.453,106.79,159.552,139.353,113.207,
5/17/19,Time1,1481,PC_1,P. acuta,58,2,High,135.482,71.453,106.79,136.44,112.659,92.758,
5/17/19,Time1,1215,PC_2,P. acuta,60,2,High,135.552,68.865,106.42,152.045,128.354,98.106,
5/17/19,Time1,1208,PC_2,P. acuta,60,2,High,135.552,68.865,106.42,150.063,125.105,94.34,
5/17/19,Time1,1586,PC_2,P. acuta,60,2,High,135.552,68.865,106.42,163.909,140.279,106.174,
5/17/19,Time1,1326,PC_2,P. acuta,60,2,High,135.552,68.865,106.42,166.816,144.423,109.96,
5/17/19,Time1,1216,PC_2,P. acuta,60,2,High,135.552,68.865,106.42,156.915,136.725,113.533,
5/17/19,Time1,1997,PC_3,P. acuta,62,2,High,132.86,69.017,107.253,137.546,114.046,83.359,
5/17/19,Time1,1317,PC_3,P. acuta,62,2,High,132.86,69.017,107.253,160.739,138.854,104.565,
5/17/19,Time1,2391,PC_3,P. acuta,62,2,High,132.86,69.017,107.253,167.408,146.12,113.702,
5/17/19,Time1,1428,PC_3,P. acuta,62,2,High,132.86,69.017,107.253,160.724,138.916,107.422,
5/17/19,Time1,1196,PC_3,P. acuta,62,2,High,132.86,69.017,107.253,158.477,138.574,111.24,
5/17/19,Time1,1737,PC_4,P. acuta,64,2,High,137.172,72.096,108.521,117.499,90.447,66.093,
5/17/19,Time1,1454,PC_4,P. acuta,64,2,High,137.172,72.096,108.521,146.846,122.298,90.341,
5/17/19,Time1,2397,PC_4,P. acuta,64,2,High,137.172,72.096,108.521,150.535,124.537,99.668,
5/17/19,Time1,2192,PC_4,P. acuta,64,2,High,137.172,72.096,108.521,144.855,122.079,92.32,
5/17/19,Time1,1425,PC_4,P. acuta,64,2,High,137.172,72.096,108.521,128.886,101.76,78.231,
5/17/19,Time1,1323,MC_206,M. capitata,65,3,High,143.407,78.402,114.113,121.853,97.13,71.049,
5/17/19,Time1,1063,MC_206,M. capitata,65,3,High,143.407,78.402,114.113,124.708,101.422,80.439,
5/17/19,Time1,1327,MC_206,M. capitata,65,3,High,143.407,78.402,114.113,136.618,114.024,91.737,
5/17/19,Time1,1338,MC_206,M. capitata,65,3,High,143.407,78.402,114.113,118.329,94.488,75.489,
5/17/19,Time1,2985,MC_206,M. capitata,65,3,High,143.407,78.402,114.113,114.843,93.057,79.729,
5/17/19,Time1,1328,MC_291,M. capitata,67,3,High,147.106,78.401,117.14,119.6,94.98,71.097,
5/17/19,Time1,2306,MC_291,M. capitata,67,3,High,147.106,78.401,117.14,132.298,106.206,80.132,
5/17/19,Time1,1447,MC_291,M. capitata,67,3,High,147.106,78.401,117.14,141.526,114.543,87.007,
5/17/19,Time1,1321,MC_291,M. capitata,67,3,High,147.106,78.401,117.14,126.664,102.915,80.891,
5/17/19,Time1,1587,MC_291,M. capitata,67,3,High,147.106,78.401,117.14,120.827,10.965,86.194,
5/17/19,Time1,1645,MC_248,M. capitata,69,3,High,147.598,80.691,118.756,120.852,91.915,61.373,
5/17/19,Time1,2005,MC_248,M. capitata,69,3,High,147.598,80.691,118.756,107.05,79.727,56.143,
5/17/19,Time1,1730,MC_248,M. capitata,69,3,High,147.598,80.691,118.756,146.761,124.964,99.654,
5/17/19,Time1,1277,MC_248,M. capitata,69,3,High,147.598,80.691,118.756,157.562,138.251,114.316,
5/17/19,Time1,1442,MC_248,M. capitata,69,3,High,147.598,80.691,118.756,143.214,123.208,103.019,
5/17/19,Time1,1286,MC_289,M. capitata,71,3,High,144.914,79.391,116.598,128.102,102.979,77.862,
5/17/19,Time1,1341,MC_289,M. capitata,71,3,High,144.914,79.391,116.598,140.614,118.498,95.266,
5/17/19,Time1,2998,MC_289,M. capitata,71,3,High,144.914,79.391,116.598,152.242,127.972,101.497,
5/17/19,Time1,2204,MC_289,M. capitata,71,3,High,144.914,79.391,116.598,139.994,114.247,89.742,
5/17/19,Time1,2750,MC_289,M. capitata,71,3,High,144.914,79.391,116.598,147.033,126.322,110.719,
5/17/19,Time1,1114,PC_1,P. acuta,66,3,High,129.645,68.116,104.639,130.329,107.381,80.452,
5/17/19,Time1,1060,PC_1,P. acuta,66,3,High,129.645,68.116,104.639,164.268,145.244,117.112,
5/17/19,Time1,2156,PC_1,P. acuta,66,3,High,129.645,68.116,104.639,158.155,138.487,110.702,
5/17/19,Time1,2739,PC_1,P. acuta,66,3,High,129.645,68.116,104.639,150.396,128.3,101.283,
5/17/19,Time1,1999,PC_1,P. acuta,66,3,High,129.645,68.116,104.639,144.59,124.97,103.396,
5/17/19,Time1,1707,PC_2,P. acuta,68,3,High,136.084,71.2,108.518,144.286,123.513,95.107,
5/17/19,Time1,2855,PC_2,P. acuta,68,3,High,136.084,71.2,108.518,158.959,135.352,102.805,
5/17/19,Time1,1570,PC_2,P. acuta,68,3,High,136.084,71.2,108.518,167.139,145.802,114.077,
5/17/19,Time1,2180,PC_2,P. acuta,68,3,High,136.084,71.2,108.518,159.354,139.618,114.833,
5/17/19,Time1,2866,PC_2,P. acuta,68,3,High,136.084,71.2,108.518,149.61,130.746,110.737,
5/17/19,Time1,2733,PC_3,P. acuta,70,3,High,135.524,73.379,107.932,144.881,121.463,89.316,
5/17/19,Time1,2169,PC_3,P. acuta,70,3,High,135.524,73.379,107.932,158.313,134.304,100.207,
5/17/19,Time1,2552,PC_3,P. acuta,70,3,High,135.524,73.379,107.932,166.453,144.554,113.046,
5/17/19,Time1,1769,PC_3,P. acuta,70,3,High,135.524,73.379,107.932,157.876,135.926,106.575,
5/17/19,Time1,1090,PC_3,P. acuta,70,3,High,135.524,73.379,107.932,153.176,132.923,106.511,
5/17/19,Time1,1270,PC_4,P. acuta,72,3,High,138.678,73.936,110.599,141.798,120.921,91.739,
5/17/19,Time1,2528,PC_4,P. acuta,72,3,High,138.678,73.936,110.599,147.711,126.816,96.891,
5/17/19,Time1,1579,PC_4,P. acuta,72,3,High,138.678,73.936,110.599,151.688,129.61,100.897,
5/17/19,Time1,2988,PC_4,P. acuta,72,3,High,138.678,73.936,110.599,159.264,139.989,112.167,
5/17/19,Time1,2511,PC_4,P. acuta,72,3,High,138.678,73.936,110.599,143.971,122.431,103.553,
5/17/19,Time1,1229,MC_206,M. capitata,73,4,Ambient,141.57,80.298,114.604,102.179,77.7889,57.033,
5/17/19,Time1,1236,MC_206,M. capitata,73,4,Ambient,141.57,80.298,114.604,111.449,89.736,70.159,
5/17/19,Time1,1736,MC_206,M. capitata,73,4,Ambient,141.57,80.298,114.604,137.865,114.126,88.556,
5/17/19,Time1,1121,MC_206,M. capitata,73,4,Ambient,141.57,80.298,114.604,136.49,112.694,89.462,
5/17/19,Time1,1258,MC_206,M. capitata,73,4,Ambient,141.57,80.298,114.604,114.359,94.197,78.69,
5/17/19,Time1,2871,MC_206,M. capitata,73,4,Ambient,141.57,80.298,114.604,106.86,90.528,86.203,
5/17/19,Time1,1157,MC_291,M. capitata,75,4,Ambient,147.705,83.328,119.039,114.321,90.683,67.797,
5/17/19,Time1,2212,MC_291,M. capitata,75,4,Ambient,147.705,83.328,119.039,116.877,93.798,72.272,
5/17/19,Time1,1302,MC_291,M. capitata,75,4,Ambient,147.705,83.328,119.039,121.452,96.708,72.811,
5/17/19,Time1,1775,MC_291,M. capitata,75,4,Ambient,147.705,83.328,119.039,114.768,90.9325,69.953,
5/17/19,Time1,1084,MC_291,M. capitata,75,4,Ambient,147.705,83.328,119.039,118.896,98.52,83.587,
5/17/19,Time1,1169,MC_248,M. capitata,77,4,Ambient,146.95,83.463,120.248,117.155,90.432,64.819,
5/17/19,Time1,2172,MC_248,M. capitata,77,4,Ambient,146.95,83.463,120.248,136.402,112.018,85.432,
5/17/19,Time1,1308,MC_248,M. capitata,77,4,Ambient,146.95,83.463,120.248,118.524,93.214,72.144,
5/17/19,Time1,1243,MC_248,M. capitata,77,4,Ambient,146.95,83.463,120.248,145.758,118.262,89.359,
5/17/19,Time1,1772,MC_248,M. capitata,77,4,Ambient,146.95,83.463,120.248,146.914,122.954,103.08,
5/17/19,Time1,2393,MC_289,M. capitata,79,4,Ambient,153.233,85.803,122.242,140.805,111.256,83.376,
5/17/19,Time1,1426,MC_289,M. capitata,79,4,Ambient,153.233,85.803,122.242,126.612,98.38,73.065,
5/17/19,Time1,1595,MC_289,M. capitata,79,4,Ambient,153.233,85.803,122.242,147.415,126.082,105.393,
5/17/19,Time1,2153,MC_289,M. capitata,79,4,Ambient,153.233,85.803,122.242,130.307,103.189,79.801,
5/17/19,Time1,1609,MC_289,M. capitata,79,4,Ambient,153.233,85.803,122.242,140.153,117.98,100.971,
5/17/19,Time1,1119,PC_1,P. acuta,74,4,Ambient,144.175,77.843,114.136,140.434,120.247,96.035,
5/17/19,Time1,2388,PC_1,P. acuta,74,4,Ambient,144.175,77.843,114.136,149.049,126.62,97.975,
5/17/19,Time1,1676,PC_1,P. acuta,74,4,Ambient,144.175,77.843,114.136,150.22,127.958,101.798,
5/17/19,Time1,1588,PC_1,P. acuta,74,4,Ambient,144.175,77.843,114.136,160.482,139.271,113.051,
5/17/19,Time1,1319,PC_1,P. acuta,74,4,Ambient,144.175,77.843,114.136,152.949,134.565,114.156,
5/17/19,Time1,1622,PC_2,P. acuta,76,4,Ambient,145.417,77.24,116.452,134.215,112.176,86.143,
5/17/19,Time1,1583,PC_2,P. acuta,76,4,Ambient,145.417,77.24,116.452,161.675,139.341,105.162,
5/17/19,Time1,2864,PC_2,P. acuta,76,4,Ambient,145.417,77.24,116.452,168.853,151.614,126.665,
5/17/19,Time1,1998,PC_2,P. acuta,76,4,Ambient,145.417,77.24,116.452,159.139,139.592,113.49,
5/17/19,Time1,1181,PC_2,P. acuta,76,4,Ambient,145.417,77.24,116.452,155.707,138.552,116.728,
5/17/19,Time1,1296,PC_3,P. acuta,78,4,Ambient,144.109,78.874,115.826,140.305,115.743,84.714,
5/17/19,Time1,1068,PC_3,P. acuta,78,4,Ambient,144.109,78.874,115.826,158.554,136.812,106.485,
5/17/19,Time1,1212,PC_3,P. acuta,78,4,Ambient,144.109,78.874,115.826,161.592,139.101,109.142,
5/17/19,Time1,1297,PC_3,P. acuta,78,4,Ambient,144.109,78.874,115.826,158.346,134.923,107.548,
5/17/19,Time1,1651,PC_3,P. acuta,78,4,Ambient,144.109,78.874,115.826,155.645,134.674,111.086,
5/17/19,Time1,1592,PC_4,P. acuta,80,4,Ambient,140.447,80.384,113.153,119.102,97.311,77.2,
5/17/19,Time1,1103,PC_4,P. acuta,80,4,Ambient,140.447,80.384,113.153,155.321,134.609,106.176,
5/17/19,Time1,1044,PC_4,P. acuta,80,4,Ambient,140.447,80.384,113.153,160.967,141.776,115.066,
5/17/19,Time1,2191,PC_4,P. acuta,80,4,Ambient,140.447,80.384,113.153,148.075,129.23,107.627,
5/17/19,Time1,1115,PC_4,P. acuta,80,4,Ambient,140.447,80.384,113.153,148.966,130.295,109.277,
5/17/19,Time1,1598,MC_206,M. capitata,81,5,High,145.742,85.513,120.232,113.428,91.364,73.413,
5/17/19,Time1,2999,MC_206,M. capitata,81,5,High,145.742,85.513,120.232,132.14,110.084,88.586,
5/17/19,Time1,1307,MC_206,M. capitata,81,5,High,145.742,85.513,120.232,122.351,102.474,87.335,
5/17/19,Time1,2025,MC_206,M. capitata,81,5,High,145.742,85.513,120.232,136.306,115.44,98.424,
5/17/19,Time1,1744,MC_206,M. capitata,81,5,High,145.742,85.513,120.232,122.428,104.326,96.819,
5/17/19,Time1,2019,MC_206,M. capitata,81,5,High,143.421,78.76,115.758,113.339,88.859,71.6,
5/17/19,Time1,1303,MC_291,M. capitata,83,5,High,148.874,84.139,120.671,118.094,95.701,74.437,
5/17/19,Time1,1475,MC_291,M. capitata,83,5,High,148.874,84.139,120.671,152.575,130.364,104.858,
5/17/19,Time1,1239,MC_291,M. capitata,83,5,High,148.874,84.139,120.671,137.664,114.456,92.28,
5/17/19,Time1,2534,MC_291,M. capitata,83,5,High,148.874,84.139,120.671,151.86,129.827,107.868,
5/17/19,Time1,2756,MC_291,M. capitata,83,5,High,148.874,84.139,120.671,111.119,90.407,76.535,
5/17/19,Time1,1256,MC_248,M. capitata,85,5,High,144.891,81.964,117.071,141.746,119.993,92.318,
5/17/19,Time1,1565,MC_248,M. capitata,85,5,High,144.891,81.964,117.071,125.204,103.565,80.141,
5/17/19,Time1,1294,MC_248,M. capitata,85,5,High,144.891,81.964,117.071,145.175,123.489,98.754,
5/17/19,Time1,1738,MC_248,M. capitata,85,5,High,144.891,81.964,117.071,116.744,91.291,68.174,
5/17/19,Time1,1710,MC_248,M. capitata,85,5,High,144.891,81.964,117.071,121.472,101.111,86.168,
5/17/19,Time1,1418,MC_289,M. capitata,87,5,High,143.972,82.792,117.263,133.222,106.755,77.473,
5/17/19,Time1,1262,MC_289,M. capitata,87,5,High,143.972,82.792,117.263,143.6,119.561,93.124,
5/17/19,Time1,2058,MC_289,M. capitata,87,5,High,143.972,82.792,117.263,167.986,150.449,127.288,
5/17/19,Time1,1713,MC_289,M. capitata,87,5,High,143.972,82.792,117.263,161.865,143.201,121.158,
5/17/19,Time1,2878,MC_289,M. capitata,87,5,High,143.972,82.792,117.263,125.395,106.655,94.022,
5/17/19,Time1,1240,PC_1,P. acuta,82,5,High,140.227,74.596,111.46,148.753,129.085,102.28,
5/17/19,Time1,2076,PC_1,P. acuta,82,5,High,140.227,74.596,111.46,151.285,127.692,98.429,
5/17/19,Time1,1232,PC_1,P. acuta,82,5,High,140.227,74.596,111.46,165.761,146.85,117.568,
5/17/19,Time1,2981,PC_1,P. acuta,82,5,High,140.227,74.596,111.46,159.934,139.591,112.753,
5/17/19,Time1,1751,PC_1,P. acuta,82,5,High,140.227,74.596,111.46,148.252,129.539,111.908,
5/17/19,Time1,1098,PC_2,P. acuta,84,5,High,142.692,77.599,114.41,156.667,135.821,106.5,
5/17/19,Time1,1580,PC_2,P. acuta,84,5,High,142.692,77.599,114.41,158.995,137.289,104.549,
5/17/19,Time1,1268,PC_2,P. acuta,84,5,High,142.692,77.599,114.41,162.174,143.436,117.516,
5/17/19,Time1,1168,PC_2,P. acuta,84,5,High,142.692,77.599,114.41,169.876,153.195,128.102,
5/17/19,Time1,2409,PC_2,P. acuta,84,5,High,142.692,77.599,114.41,155.935,136.947,114.718,
5/17/19,Time1,1594,PC_3,P. acuta,86,5,High,145.835,78.803,115.685,160.688,141.038,113.626,
5/17/19,Time1,1605,PC_3,P. acuta,86,5,High,145.835,78.803,115.685,165.564,143.094,109.129,
5/17/19,Time1,2001,PC_3,P. acuta,86,5,High,145.835,78.803,115.685,175.544,156.469,124.7,
5/17/19,Time1,1269,PC_3,P. acuta,86,5,High,145.835,78.803,115.685,163.735,142.955,114.053,
5/17/19,Time1,1702,PC_3,P. acuta,86,5,High,145.835,78.803,115.685,158.85,139.669,117.015,
5/17/19,Time1,1421,PC_4,P. acuta,88,5,High,143.591,79.409,114.788,147.364,123.331,96.14,
5/17/19,Time1,1599,PC_4,P. acuta,88,5,High,143.591,79.409,114.788,162.781,141.183,114.82,
5/17/19,Time1,1640,PC_4,P. acuta,88,5,High,143.591,79.409,114.788,141.768,115.775,93.909,
5/17/19,Time1,2744,PC_4,P. acuta,88,5,High,143.591,79.409,114.788,154.592,131.712,106.665,
5/17/19,Time1,2022,PC_4,P. acuta,88,5,High,143.591,79.409,114.788,150.354,131.068,113.429,
5/17/19,Time1,1753,MC_206,M. capitata,89,6,Ambient,147.712,86.701,119.867,135.305,114.037,91.642,
5/17/19,Time1,1052,MC_206,M. capitata,89,6,Ambient,147.712,86.701,119.867,123.444,99.353,73.629,
5/17/19,Time1,2996,MC_206,M. capitata,89,6,Ambient,147.712,86.701,119.867,133.518,113.547,94.917,
5/17/19,Time1,1625,MC_206,M. capitata,89,6,Ambient,147.712,86.701,119.867,142.942,121.691,99.035,
5/17/19,Time1,2210,MC_206,M. capitata,89,6,Ambient,147.712,86.701,119.867,124.208,105.425,98.938,
5/17/19,Time1,1210,MC_291,M. capitata,91,6,Ambient,143.8,80.789,117.487,135.553,114.207,91.497,
5/17/19,Time1,1558,MC_291,M. capitata,91,6,Ambient,143.8,80.789,117.487,140.577,119.305,95.779,
5/17/19,Time1,1427,MC_291,M. capitata,91,6,Ambient,143.8,80.789,117.487,160.58,141.843,118.391,
5/17/19,Time1,1076,MC_291,M. capitata,91,6,Ambient,143.8,80.789,117.487,136.848,116.989,97.085,
5/17/19,Time1,1604,MC_291,M. capitata,91,6,Ambient,143.8,80.789,117.487,140.303,118.902,98.928,
5/17/19,Time1,1633,MC_248,M. capitata,93,6,Ambient,144.751,84.348,120.496,135.135,110.355,80.858,
5/17/19,Time1,1161,MC_248,M. capitata,93,6,Ambient,144.751,84.348,120.496,139.423,113.395,84.177,
5/17/19,Time1,2413,MC_248,M. capitata,93,6,Ambient,144.751,84.348,120.496,150.826,130.861,107.316,
5/17/19,Time1,1331,MC_248,M. capitata,93,6,Ambient,144.751,84.348,120.496,137.464,113.32,87.264,
5/17/19,Time1,1462,MC_248,M. capitata,93,6,Ambient,144.751,84.348,120.496,152.676,131.484,109.077,
5/17/19,Time1,2565,MC_289,M. capitata,95,6,Ambient,144.829,86.386,119.455,139.697,119.296,97.944,
5/17/19,Time1,2874,MC_289,M. capitata,95,6,Ambient,144.829,86.386,119.455,156.879,135.825,110.287,
5/17/19,Time1,2741,MC_289,M. capitata,95,6,Ambient,144.829,86.386,119.455,156.078,138.264,116.543,
5/17/19,Time1,1284,MC_289,M. capitata,95,6,Ambient,144.829,86.386,119.455,144.838,125.827,102.988,
5/17/19,Time1,1603,MC_289,M. capitata,95,6,Ambient,144.829,86.386,119.455,147.059,126.384,105.89,
5/17/19,Time1,1449,PC_1,P. acuta,90,6,Ambient,147.963,78.981,113.909,140.881,113.983,89.326,
5/17/19,Time1,1156,PC_1,P. acuta,90,6,Ambient,147.963,78.981,113.909,159.877,135.089,109.395,
5/17/19,Time1,1047,PC_1,P. acuta,90,6,Ambient,147.963,78.981,113.909,163.135,140.212,117.614,
5/17/19,Time1,1556,PC_1,P. acuta,90,6,Ambient,147.963,78.981,113.909,170.108,146.903,123.461,
5/17/19,Time1,1299,PC_1,P. acuta,90,6,Ambient,147.963,78.981,113.909,136.983,110.916,93.412,
5/17/19,Time1,1577,PC_2,P. acuta,92,6,Ambient,140.715,78.366,113.891,152.612,135.303,106.156,
5/17/19,Time1,2072,PC_2,P. acuta,92,6,Ambient,140.715,78.366,113.891,162.084,141.582,105.106,
5/17/19,Time1,1230,PC_2,P. acuta,92,6,Ambient,140.715,78.366,113.891,169.186,152.948,127.093,
5/17/19,Time1,1445,PC_2,P. acuta,92,6,Ambient,140.715,78.366,113.891,160.857,144.573,122.618,
5/17/19,Time1,1632,PC_2,P. acuta,92,6,Ambient,140.715,78.366,113.891,157.261,143.857,126.958,
5/17/19,Time1,3001,PC_3,P. acuta,94,6,Ambient,143.98,81.258,117.974,167.69,149.016,117.483,
5/17/19,Time1,2854,PC_3,P. acuta,94,6,Ambient,143.98,81.258,117.974,174.172,155.096,125.867,
5/17/19,Time1,1482,PC_3,P. acuta,94,6,Ambient,143.98,81.258,117.974,169.574,150.042,120.647,
5/17/19,Time1,2554,PC_3,P. acuta,94,6,Ambient,143.98,81.258,117.974,162.131,144.004,117.791,
5/17/19,Time1,1310,PC_3,P. acuta,94,6,Ambient,143.98,81.258,117.974,154.784,135.51,114.922,
5/17/19,Time1,2088,PC_4,P. acuta,96,6,Ambient,142.637,84.915,118.221,143.256,120.059,99.076,
